Nome: URUGUAIANA
Codigo Estacao: A809
Latitude: -29.83999999
Longitude: -57.08194443
Altitude: 74.29
Situacao: Pane
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2020-10-31;5;null;null;null;10,9;null;
2020-11-30;null;null;null;null;9;null;
2020-12-31;6;null;null;24,6;11,6;null;
2021-01-31;10;null;1001;24,9;9,5;3,2;
2021-02-28;9;62;1003,1;24;7,1;2,5;
2021-03-31;7;165;1004,1;22,9;11,9;2,6;
2021-04-30;6;42,4;1007,2;21,1;7,6;3,2;
2021-05-31;8;176;1008,8;14,9;7,1;2,5;
2021-06-30;11;120,6;1010,5;13;11,2;2,9;
2021-07-31;8;23,8;1011,3;13,5;7,1;3;
2021-08-31;8;26,6;1009;15,8;8,6;3,3;
2021-09-30;8;128,8;1005,8;18,1;11,4;3,7;
2021-10-31;8;87,8;1005,7;20;9,2;3,3;
2021-11-30;10;78,8;1002,9;23,4;11,6;3,4;
2021-12-31;4;31,6;1002,2;25,7;8;3,5;
2022-01-31;5;22,8;1000,2;28,8;9,5;3,8;
2022-02-28;6;46,2;1001,9;26,4;9,2;3,1;
2022-03-31;9;174,6;1004,1;21,8;8,5;3,1;
2022-04-30;13;140,8;1005,6;19,1;10,9;3,1;
2022-05-31;14;46,6;1009,5;14,6;6,8;2,6;
2022-06-30;13;35,2;1009,7;11,8;6,5;2,5;
2022-07-31;14;103,8;1005,2;16,4;9;3,6;
2022-08-31;8;100,4;1009,9;14,4;9,2;3,6;
2022-09-30;5;25,2;1008,9;15,8;8,8;3,4;
2022-10-31;7;91,6;1005,7;19;8,8;3,6;
2022-11-30;3;31,8;1006;23,1;8,3;3,7;
2022-12-31;5;39,4;1001,2;26,7;10,7;3,2;
2023-01-31;6;16,8;1001,2;28,4;8,3;3,2;
2023-02-28;6;null;1002,2;26,3;8,7;3,1;
2023-03-31;12;191,4;1003,3;26,3;10,4;3;
2023-04-30;4;16,8;1005,9;20,2;8;2,9;
2023-05-31;11;126,8;1008,5;17,5;null;null;
2023-06-30;12;41,8;1009,8;16;null;null;
2023-07-31;22;24;1009,2;14,8;null;null;
2023-08-31;3;14,2;1006,5;16,8;null;null;
2023-09-30;19;259,2;1003,9;17,7;9,8;3,8;
2023-10-31;12;173,4;1003,7;19,3;8,2;3,6;
2023-11-30;11;71,6;1000,9;22,7;10;3,9;
2023-12-31;14;266,4;1002,2;24,3;10,6;3,6;
2024-01-31;6;92;1003,1;24,9;8,5;3;
2024-02-29;9;null;1003,1;27,5;7,9;3,2;
2024-03-31;10;426;1003,6;24,2;10,3;3,2;
2024-04-30;23;266,2;1003,7;21,3;9,1;3,3;
2024-05-31;16;57;1007,7;14,8;9,2;null;
2024-06-30;6;15,8;1005,7;17,4;null;null;
2024-07-31;5;2,6;1013,1;13;null;null;
2024-08-31;12;145;1008,8;14,8;null;null;
2024-09-30;9;64,8;1004,7;18,7;null;null;
2024-10-31;11;100;1004,8;21,4;null;null;
2024-11-30;10;181,6;1002,7;23,4;null;null;
2024-12-31;7;74,2;1002,5;23,1;null;null;

